,index,Gender,EthnicGroup,ParentEducation,LunchType,No: of Siblings,TransportMeans,WeeklyStudyHours,MathScore,ReadingScore,WritingScore
401,559,0,group C,some college,free/reduced,3,private,< 5,56,56,52
402,563,0,group C,bachelor's degree,standard,2,private,5 - 10,94,100,100
403,564,0,group C,bachelor's degree,standard,1,school_bus,> 10,57,80,73
404,565,0,group B,high school,free/reduced,2,school_bus,5 - 10,30,24,15
405,567,0,group D,high school,standard,4,school_bus,> 10,71,78,74
406,568,0,group D,some high school,standard,1,school_bus,5 - 10,65,82,81
407,570,0,group C,high school,standard,1,school_bus,5 - 10,29,29,30
408,571,0,group E,some college,standard,2,school_bus,5 - 10,76,78,80
409,572,0,group D,high school,free/reduced,1,school_bus,5 - 10,60,57,51
410,574,0,group C,some high school,standard,3,private,< 5,72,70,60
411,576,0,group C,master's degree,free/reduced,1,private,5 - 10,40,59,55
412,578,0,group B,associate's degree,standard,1,school_bus,< 5,57,62,65
413,579,0,group D,some college,free/reduced,5,school_bus,5 - 10,69,60,63
414,580,0,group C,some college,standard,3,school_bus,< 5,56,58,64
415,581,0,group C,bachelor's degree,standard,0,private,< 5,91,88,89
416,582,0,group A,associate's degree,standard,4,school_bus,5 - 10,82,93,93
417,583,0,group C,high school,standard,1,school_bus,5 - 10,60,68,72
418,584,0,group E,bachelor's degree,standard,4,school_bus,5 - 10,37,45,38
419,586,0,group D,master's degree,standard,1,school_bus,5 - 10,95,82,86
420,588,0,group C,high school,free/reduced,2,school_bus,> 10,36,61,55
421,590,0,group C,high school,free/reduced,2,private,> 10,59,51,53
422,591,0,group A,some college,standard,4,private,5 - 10,97,94,83
423,594,0,group B,associate's degree,free/reduced,1,school_bus,5 - 10,66,68,61
424,596,0,group D,some college,free/reduced,2,school_bus,5 - 10,50,57,47
425,597,0,group C,some high school,standard,0,school_bus,5 - 10,45,51,56
426,598,0,group D,some college,standard,1,private,5 - 10,64,63,68
427,599,0,group B,high school,standard,2,private,5 - 10,81,60,66
428,600,0,group B,bachelor's degree,standard,2,school_bus,> 10,67,75,82
429,601,0,group C,high school,standard,5,school_bus,5 - 10,75,88,85
430,602,0,group A,high school,standard,0,school_bus,5 - 10,71,74,64
431,603,0,group D,some high school,standard,2,private,< 5,75,89,84
432,604,0,group E,some college,standard,2,private,5 - 10,88,77,75
433,606,0,group D,high school,standard,3,school_bus,> 10,42,52,52
434,607,0,group D,associate's degree,free/reduced,1,school_bus,> 10,76,89,91
435,608,0,group B,some high school,free/reduced,2,private,< 5,67,78,75
436,610,0,group B,high school,standard,1,school_bus,< 5,67,64,58
437,611,0,group B,bachelor's degree,standard,1,school_bus,5 - 10,63,79,78
438,617,0,group A,high school,standard,7,private,5 - 10,70,81,77
439,618,0,group D,some college,standard,2,school_bus,< 5,82,84,96
440,619,0,group A,associate's degree,standard,2,school_bus,5 - 10,65,70,74
441,620,0,group B,some high school,standard,1,school_bus,5 - 10,73,79,79
442,622,0,group C,associate's degree,free/reduced,5,school_bus,> 10,79,68,65
443,623,0,group D,some high school,standard,1,school_bus,> 10,71,66,62
444,624,0,group D,associate's degree,free/reduced,3,school_bus,5 - 10,43,60,58
445,625,0,group D,associate's degree,standard,4,private,5 - 10,90,87,85
446,627,0,group D,some college,free/reduced,2,private,< 5,54,70,69
447,628,0,group C,high school,standard,5,school_bus,5 - 10,65,69,67
448,631,0,group C,some college,free/reduced,2,school_bus,5 - 10,63,73,71
449,632,0,group B,bachelor's degree,free/reduced,4,school_bus,< 5,74,83,85
450,634,0,group D,associate's degree,standard,3,private,5 - 10,81,72,77
451,635,0,group C,high school,free/reduced,2,school_bus,< 5,62,73,64
452,636,0,group D,associate's degree,free/reduced,0,school_bus,< 5,50,56,49
453,637,0,group C,some college,standard,1,private,5 - 10,71,79,77
454,638,0,group C,associate's degree,standard,2,private,5 - 10,65,84,84
455,639,0,group D,high school,standard,2,private,5 - 10,71,78,79
456,644,0,group D,some college,free/reduced,3,school_bus,5 - 10,63,61,60
457,645,0,group D,high school,standard,6,school_bus,< 5,66,71,74
458,646,0,group B,high school,standard,2,school_bus,5 - 10,63,55,55
459,648,0,group B,some college,standard,1,school_bus,< 5,61,65,68
460,649,0,group E,master's degree,standard,2,school_bus,> 10,97,100,100
461,650,0,group E,some college,standard,0,school_bus,5 - 10,85,75,68
462,652,0,group A,high school,free/reduced,2,school_bus,5 - 10,53,58,44
463,653,0,group E,some college,free/reduced,3,private,5 - 10,93,90,83
464,654,0,group C,associate's degree,standard,5,school_bus,5 - 10,47,52,51
465,655,0,group E,associate's degree,free/reduced,1,private,< 5,70,74,76
466,657,0,group D,associate's degree,standard,2,school_bus,5 - 10,79,78,74
467,658,0,group C,some high school,standard,1,school_bus,5 - 10,49,63,56
468,659,0,group D,some college,free/reduced,2,school_bus,> 10,81,90,87
469,661,0,group A,bachelor's degree,standard,3,private,< 5,57,70,68
470,662,0,group D,associate's degree,standard,2,school_bus,5 - 10,57,78,79
471,663,0,group C,high school,free/reduced,3,private,5 - 10,64,65,57
472,664,0,group E,bachelor's degree,standard,4,school_bus,5 - 10,81,82,84
473,668,0,group B,some high school,free/reduced,3,school_bus,< 5,57,62,62
474,670,0,group D,high school,standard,2,private,5 - 10,47,34,36
475,671,0,group C,some college,standard,3,private,5 - 10,66,59,52
476,672,0,group D,high school,standard,2,school_bus,< 5,83,84,75
477,673,0,group D,associate's degree,free/reduced,0,school_bus,5 - 10,42,61,58
478,675,0,group E,some high school,standard,2,school_bus,5 - 10,80,85,85
479,676,0,group D,some college,standard,3,school_bus,5 - 10,98,100,99
480,677,0,group D,master's degree,standard,1,school_bus,< 5,79,81,84
481,678,0,group B,some high school,standard,1,school_bus,> 10,63,72,77
482,679,0,group B,associate's degree,free/reduced,0,private,< 5,75,93,87
483,681,0,group C,associate's degree,standard,4,private,5 - 10,96,96,99
484,683,0,group E,associate's degree,free/reduced,0,school_bus,< 5,85,70,76
485,684,0,group C,some college,free/reduced,2,private,5 - 10,63,73,71
486,685,0,group D,some high school,free/reduced,1,school_bus,5 - 10,56,59,60
487,686,0,group B,some high school,free/reduced,2,school_bus,< 5,73,89,88
488,687,0,group C,high school,standard,2,school_bus,5 - 10,51,48,43
489,688,0,group B,some college,standard,4,school_bus,> 10,48,43,41
490,691,0,group E,some high school,standard,0,school_bus,5 - 10,70,51,58
491,692,0,group D,high school,free/reduced,1,private,< 5,70,90,82
492,693,0,group C,some college,standard,3,private,< 5,52,38,37
493,694,0,group B,associate's degree,free/reduced,5,private,< 5,65,75,78
494,696,0,group C,some college,standard,2,private,> 10,86,88,93
495,698,0,group E,some college,free/reduced,1,school_bus,> 10,52,57,56
496,699,0,group C,master's degree,standard,5,private,< 5,64,56,57
497,702,0,group D,associate's degree,standard,2,school_bus,5 - 10,81,71,73
498,703,0,group C,high school,free/reduced,0,private,5 - 10,62,60,56
499,706,0,group C,high school,standard,4,private,5 - 10,81,84,82
500,707,0,group C,associate's degree,standard,4,school_bus,5 - 10,59,73,72
501,708,0,group B,some college,free/reduced,2,private,5 - 10,56,55,48
502,711,0,group C,some college,standard,1,school_bus,5 - 10,69,64,68
503,713,0,group B,some college,standard,4,school_bus,5 - 10,87,84,86
504,715,0,group E,some college,standard,1,private,> 10,67,71,64
505,717,0,group C,some high school,standard,1,private,5 - 10,77,90,85
506,718,0,group C,associate's degree,free/reduced,4,school_bus,5 - 10,59,55,54
507,719,0,group E,associate's degree,standard,4,school_bus,> 10,86,96,93
508,720,0,group D,some college,standard,2,private,> 10,56,58,53
509,722,0,group D,some college,free/reduced,5,private,5 - 10,53,59,66
510,723,0,group B,some college,standard,1,school_bus,5 - 10,69,77,77
511,724,0,group C,high school,free/reduced,1,school_bus,5 - 10,53,72,64
512,725,0,group D,some high school,standard,1,school_bus,5 - 10,48,58,54
513,726,0,group D,some high school,standard,4,school_bus,5 - 10,75,79,83
514,727,0,group B,high school,standard,2,private,5 - 10,60,61,61
515,728,0,group D,some college,standard,0,school_bus,5 - 10,60,63,59
516,729,0,group B,high school,standard,0,school_bus,5 - 10,74,72,72
517,731,0,group B,high school,standard,0,school_bus,5 - 10,76,62,60
518,732,0,group D,some high school,standard,1,private,> 10,67,70,74
519,733,0,group A,some college,free/reduced,1,school_bus,5 - 10,56,59,55
520,734,0,group B,high school,standard,0,private,< 5,50,47,48
521,735,0,group D,bachelor's degree,standard,3,school_bus,> 10,79,75,77
522,736,0,group B,some high school,free/reduced,0,school_bus,< 5,48,65,68
523,737,0,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,62,78,79
524,739,0,group B,some high school,free/reduced,4,private,< 5,48,57,55
525,740,0,group B,high school,standard,1,private,< 5,65,71,70
526,741,0,group C,some college,free/reduced,4,private,5 - 10,36,44,44
527,743,0,group E,associate's degree,standard,1,school_bus,5 - 10,96,86,84
528,744,0,group D,associate's degree,free/reduced,2,school_bus,5 - 10,47,56,58
529,745,0,group B,master's degree,standard,1,school_bus,< 5,75,90,84
530,747,0,group C,associate's degree,standard,4,school_bus,5 - 10,52,59,62
531,748,0,group C,bachelor's degree,standard,3,school_bus,< 5,88,79,77
532,749,0,group B,some high school,standard,2,private,5 - 10,32,51,44
533,750,0,group E,some high school,free/reduced,1,school_bus,5 - 10,74,80,78
534,751,0,group B,some college,standard,4,private,< 5,18,37,32
535,752,0,group C,associate's degree,free/reduced,1,school_bus,5 - 10,70,65,62
536,753,0,group C,master's degree,free/reduced,3,private,5 - 10,52,65,61
537,756,0,group D,high school,free/reduced,0,school_bus,< 5,65,73,69
538,757,0,group E,some high school,standard,1,private,< 5,83,81,73
539,758,0,group B,high school,standard,1,school_bus,5 - 10,43,52,52
540,759,0,group E,associate's degree,free/reduced,3,private,5 - 10,58,69,74
541,760,0,group D,high school,standard,0,private,5 - 10,70,70,70
542,761,0,group E,associate's degree,free/reduced,0,school_bus,5 - 10,70,84,81
543,765,0,group B,some college,standard,1,school_bus,5 - 10,84,86,89
544,766,0,group C,some college,standard,3,school_bus,5 - 10,70,74,76
545,768,0,group D,some college,free/reduced,2,school_bus,< 5,62,72,73
546,770,0,group C,high school,standard,5,private,5 - 10,90,75,69
547,771,0,group B,bachelor's degree,standard,3,school_bus,5 - 10,59,54,51
548,772,0,group A,some high school,standard,1,private,5 - 10,51,31,36
549,773,0,group A,high school,free/reduced,1,school_bus,> 10,46,47,49
550,774,0,group C,master's degree,standard,3,school_bus,< 5,53,63,67
551,775,0,group E,some high school,standard,2,school_bus,> 10,89,85,77
552,778,0,group D,bachelor's degree,free/reduced,0,school_bus,5 - 10,62,71,77
553,779,0,group B,high school,free/reduced,1,private,5 - 10,60,72,68
554,780,0,group C,some high school,standard,3,private,< 5,74,89,86
555,781,0,group A,some high school,standard,3,school_bus,5 - 10,85,90,92
556,782,0,group E,some college,free/reduced,1,private,5 - 10,50,52,52
557,783,0,group C,some high school,free/reduced,3,private,> 10,49,58,53
558,784,0,group C,high school,standard,0,school_bus,< 5,61,66,58
559,785,0,group C,associate's degree,free/reduced,3,school_bus,5 - 10,56,68,70
560,787,0,group B,some high school,standard,0,school_bus,< 5,67,53,53
561,788,0,group A,some college,free/reduced,3,school_bus,> 10,64,61,59
562,790,0,group A,bachelor's degree,standard,1,school_bus,> 10,63,59,57
563,791,0,group B,some college,standard,2,school_bus,5 - 10,59,50,46
564,792,0,group C,high school,standard,2,school_bus,5 - 10,61,64,75
565,793,0,group E,high school,standard,3,private,> 10,77,65,59
566,794,0,group A,high school,standard,6,school_bus,> 10,79,84,82
567,795,0,group B,associate's degree,free/reduced,1,school_bus,< 5,57,56,53
568,796,0,group D,high school,free/reduced,4,school_bus,5 - 10,39,52,46
569,797,0,group C,some high school,standard,0,school_bus,5 - 10,65,58,52
570,798,0,group B,high school,free/reduced,2,private,> 10,23,44,36
571,799,0,group B,some college,free/reduced,2,school_bus,> 10,76,78,77
572,800,0,group D,some high school,free/reduced,0,school_bus,< 5,39,64,64
573,801,0,group E,master's degree,standard,1,private,< 5,88,85,84
574,802,0,group C,master's degree,standard,7,private,5 - 10,91,85,85
575,803,0,group C,high school,standard,4,private,5 - 10,60,73,69
576,804,0,group D,associate's degree,standard,0,school_bus,5 - 10,82,76,70
577,806,0,group A,high school,standard,3,private,< 5,59,66,61
578,808,0,group E,some high school,standard,2,private,< 5,77,65,58
579,809,0,group C,some high school,standard,2,school_bus,5 - 10,62,64,55
580,810,0,group B,bachelor's degree,standard,0,private,< 5,96,96,96
581,811,0,group B,some college,free/reduced,1,school_bus,5 - 10,77,69,66
582,812,0,group C,bachelor's degree,standard,2,private,5 - 10,66,80,83
583,813,0,group B,high school,standard,3,school_bus,5 - 10,53,49,47
584,814,0,group C,associate's degree,free/reduced,3,school_bus,5 - 10,87,73,72
585,816,0,group E,master's degree,free/reduced,4,school_bus,> 10,83,87,88
586,817,0,group D,bachelor's degree,free/reduced,2,private,< 5,37,41,37
587,818,0,group C,some college,standard,1,private,< 5,70,70,80
588,819,0,group C,associate's degree,standard,3,school_bus,5 - 10,99,94,93
589,822,0,group E,associate's degree,free/reduced,3,school_bus,> 10,80,75,73
590,823,0,group C,associate's degree,free/reduced,2,school_bus,> 10,51,52,53
591,824,0,group B,high school,standard,1,school_bus,5 - 10,59,58,47
592,825,0,group B,associate's degree,standard,1,private,5 - 10,82,84,78
593,826,0,group E,associate's degree,free/reduced,1,school_bus,< 5,84,87,78
594,827,0,group C,bachelor's degree,free/reduced,3,private,< 5,41,61,59
595,829,0,group D,some college,standard,3,school_bus,5 - 10,81,82,84
596,830,0,group C,some high school,standard,2,private,5 - 10,57,61,54
597,833,0,group C,bachelor's degree,standard,3,school_bus,< 5,61,63,64
598,834,0,group E,bachelor's degree,standard,3,school_bus,< 5,70,69,70
599,835,0,group B,high school,free/reduced,5,private,> 10,67,75,74
600,836,0,group D,bachelor's degree,free/reduced,1,school_bus,> 10,56,46,44
601,840,0,group D,some college,free/reduced,3,school_bus,5 - 10,69,65,74
602,841,0,group D,high school,free/reduced,3,school_bus,< 5,42,50,47
603,842,0,group E,some college,standard,1,private,5 - 10,88,86,93
604,843,0,group E,associate's degree,standard,1,school_bus,5 - 10,87,93,87
605,845,0,group D,some high school,standard,0,private,> 10,90,75,76
606,846,0,group E,associate's degree,standard,3,school_bus,< 5,55,60,65
607,848,0,group B,high school,free/reduced,3,school_bus,5 - 10,37,29,27
608,849,0,group B,some high school,free/reduced,3,private,< 5,62,77,79
609,851,0,group D,some high school,standard,1,private,5 - 10,65,78,82
610,852,0,group D,master's degree,standard,3,private,5 - 10,85,84,89
611,853,0,group C,master's degree,standard,2,school_bus,5 - 10,73,79,76
612,855,0,group D,bachelor's degree,free/reduced,0,private,5 - 10,93,100,100
613,856,0,group D,some high school,free/reduced,4,school_bus,5 - 10,69,85,86
614,859,0,group D,some college,standard,5,private,> 10,83,86,95
615,860,0,group C,bachelor's degree,free/reduced,1,school_bus,5 - 10,67,75,72
616,862,0,group D,bachelor's degree,free/reduced,3,private,5 - 10,50,42,48
617,863,0,group A,some college,standard,1,school_bus,5 - 10,71,85,84
618,864,0,group C,bachelor's degree,standard,3,private,5 - 10,52,61,66
619,865,0,group C,bachelor's degree,free/reduced,2,school_bus,< 5,46,61,66
620,866,0,group B,associate's degree,free/reduced,2,school_bus,> 10,47,61,56
621,867,0,group E,some college,standard,2,private,5 - 10,70,71,67
622,868,0,group E,bachelor's degree,standard,7,private,5 - 10,100,100,100
623,869,0,group C,high school,standard,1,private,< 5,43,60,52
624,870,0,group C,associate's degree,standard,0,private,5 - 10,58,78,82
625,871,0,group B,some college,standard,1,school_bus,5 - 10,91,96,91
626,872,0,group D,high school,free/reduced,1,private,5 - 10,71,71,68
627,873,0,group D,high school,standard,1,school_bus,< 5,71,65,66
